Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,BG_1,BG_2,BG_3
0.10161193353694901,-0.035359180015105796,0.004157695286872385,0.01076864809371998,-0.08773871575067226,0.03687432053530331,0.008616493332748103,0.019884483507046084
1.8830164047088016,-0.004601136393570179,0.039560485746113386,0.14814893308563795,-0.031065934871123493,0.046979859999099656,0.03980820894488055,-0.01997328996647337
1.7490972816018102,-0.050379500743192154,-0.034904143350309315,-0.02365150037788422,-0.025389348666238182,0.021049277319993086,-0.00029900404185689324,-0.004029029288039549
1.569395646684044,0.0036185101535888705,-0.037863390365842894,-0.034008515955776905,-0.019853939288969953,0.010511109257068635,0.00674545917436614,0.02655856305792606
1.4939048704389506,0.05440178420184164,0.010717187788777543,0.07872136092570942,-0.10206439221319952,0.016309038083297468,0.004559756212830497,0.004750846450272505
1.2780533572078796,-0.018124494330880887,-0.0021344676141998183,-0.09093515657919063,0.012296173986686351,0.007368036416148546,0.03271497209044698,-0.007405193549607913
1.1035097768610578,-0.028367041606424743,0.05555764987409986,0.0582417281000065,-0.06611625747131666,0.007041156476251624,-0.014218138027274757,-0.05187033838877581
0.9735893637194457,0.016178927735542782,-0.025245720850370478,0.049440208801518906,0.04209456825473583,0.01395159633874935,0.02091750271333436,-0.014641987316692721
0.9557789362200395,0.10643169404137266,0.03354579573437793,0.043030013702771056,0.028627508588722348,0.04474370066529568,-0.024590869537817937,0.000835245498032129
0.926177243348908,-0.06201721547825505,0.0051031127924851495,-0.07920689021353135,0.07743479884678862,-0.004067445635738369,0.032895778123516094,0.02932395705761179
0.7719218704186295,0.07261820679845091,0.06494682469535706,0.016628027460362148,0.05236620351927409,0.0030543763712308387,0.00935984148878431,-0.01666501362385002
0.744989692052713,0.04066983769998922,-0.00320320116321794,0.013601610030290305,0.04154050481311512,-0.0400375527134588,-0.005831675170381675,0.0036167656744151206
0.636258112098552,0.06645424668306849,0.0015269864588809009,-0.022198082709909615,-0.019677742962583334,0.02418836526465665,0.025326328981835303,-0.007123812788721124
0.5422205924002622,0.07032943893122423,0.052397629563798606,-0.02374181229910139,-0.051176169576847355,-0.007946994914772479,-0.021632860692364492,-0.029947609611478174
0.5842307606779724,0.000260795908333924,-0.07018927585709882,0.0721211715974278,0.0311006232988733,-0.03750613933109037,0.037263197846131454,-0.012856853379426842
0.3632957518671852,0.030542797775487882,0.025803864044303307,-0.07820231955247152,-0.05443607679334494,-0.012007534288475605,-0.0258062965559752,0.012316629366588137
0.40089917605781383,0.0012702637933668963,-0.01914012344672607,0.09780820905828778,0.020853745419834077,-0.03619172839832707,-0.004828302513203678,-0.02050624227381706
0.39456108992111943,-0.08396553209164256,-0.03658119431969355,0.010052278322354584,-0.11583611232109887,0.003812722989792897,-0.011877614201718413,-0.026977203962033788
0.3007824479391939,-0.019914220385711154,0.044912885797416945,0.02506222285365361,-0.04794037616364666,-0.003649480861847836,0.006651908593211934,-0.0014157363485936025
0.33241831591867455,0.03825038124672569,-0.020950998363203868,0.01703023991058286,0.02568464405708876,0.002789671729415734,-0.013502897633289846,-0.009817742895844037
0.3337011201996173,0.048444300873209306,0.022695608971861698,-0.01107531084769515,-0.056638823120402804,-0.019519643235728114,-0.00984708577644938,-0.01696649394399611
0.25166753112284984,-0.021083843838136006,0.08058908692311313,-0.03436082661685696,0.014355999766434705,-0.040746739964863526,0.0006810716858942421,-0.009814701662196793
0.21901503113645177,-0.057835679052530314,0.056301162455957836,-0.05182500628825933,-0.03508708317385886,-0.03930609887954491,0.0061585307080438585,-0.021944269936540986
0.19302603348121505,0.040566354159098844,0.12196593516402744,0.04468826768861561,-0.05723411788435686,-0.005897918378624161,0.011671676255548158,-0.003656108891493788
0.15955059036985833,0.059878445709945945,-0.053969845995734386,-0.013019705532005528,-0.06307994504465603,0.016750918208890627,-0.02710287192890775,0.0016625022070231883
0.1697625311693748,0.013022590257680027,-0.09253017993699118,0.022348641068845293,0.04595396177696154,-0.021311827486722765,-0.01791195600388429,-0.016810172450205114
0.1366690432735645,0.017411331802604728,0.010666619485603386,-0.051810502150363216,-0.04764717309388353,-0.013602719686555971,0.0011810750187748688,-0.028350852587185553
0.13112774792009002,0.0034584051942835843,0.05351486176652115,-0.05031396932896279,-0.060098433782287485,0.012215164606986458,0.0087835355014616,-0.035114268570891144
0.25750115907383997,-0.030780471853990975,1.9284268313681645,0.0030517399826601992,0.051502130326587334,0.02333773562884625,0.038646020170409995,0.019136660475951167
0.07302568489184719,-0.006881463372947105,1.6065388187087397,-0.0017016903126051762,-0.01098065120271587,-0.009553477077127023,-0.021545484178510446,0.016887502440903285
0.11322255875100895,0.02475217505048772,1.5775420038196402,-0.003270032807697703,-0.025898080242112053,-0.013052213521372794,0.024754656754690647,-0.0015476128593237826
0.09889559917226583,-0.04526247619113145,1.414115453996603,-0.0566606099501439,-0.0822017223771432,0.014754337586867148,0.009004546341839859,0.010350721275642068
0.18310599840114422,0.08112801831034772,1.322621596445901,-0.04019476927818909,-0.01723619333773784,-0.005253539708722125,0.038671943157836196,-0.000760078200102641
0.024854381700248743,-0.0028094366967755247,1.0860409600730547,-0.021716259407539372,-0.04546787505531372,0.0018667261350474983,0.0414286368974991,-0.031569284326008404
0.06402406425452742,-0.12020291504825298,1.0973811025252256,0.08681177767101732,0.016882539272257958,-0.030838960949795227,0.020922019480812473,-0.03004018626810621
0.022988951838968034,0.04746076590098806,0.8736007373124518,-0.05752235871976659,0.06836558750282955,0.034035311823687034,-0.0068392968148480735,-0.02099374621079461
0.06505704683844937,-0.05549065322627828,0.7956044330384175,-0.09456878003866784,0.06372953809171394,0.032835260225237646,0.030456003562486136,0.031197206009572428
0.0961126282304535,-0.04275889779594946,0.6452999497121807,-0.019869554863345674,0.009047975440002947,0.01132083970677658,-0.015053937695817681,0.03176414244356753
0.002155221260243749,-0.029580807443106948,0.7885035450611088,-0.019272673901725816,0.014199748050595484,-0.013440927591907731,0.019060352399342367,0.013941626582471204
0.021945274013650883,-0.007001095768195893,0.514333544109467,0.03186540459433682,-0.023085037587016913,-0.009519410173512037,0.015553918071899027,0.012872103417977246
0.07061860000534824,0.008818149550502911,0.6160179669811343,0.0007821626600066217,0.020681620240042043,0.0010413571910267375,-0.01792124349840525,-0.00045711299224538565
0.024561096054120404,-0.0712428155499717,0.5093731305730538,-0.017720303853614137,-0.06616641622436449,0.02240079308730817,-0.010474201367860706,-0.008690120786148857
0.025366908673851295,0.005680592845313688,1.7013507510940056,-0.03941558858931575,0.006264866833038187,-0.012274450277794644,0.04103671490673697,0.008354363508629514
-0.020935657127752094,0.010819660489626395,1.6206505206800488,-0.0047130452789341465,-0.049586577790463854,0.005017379804294113,-0.011251878489281358,0.004403193713324625
0.09302671882877767,-0.07544696177750722,1.4317668972191342,-0.12890398687412102,0.027854417923401865,-0.016312237645370434,0.003099847358097177,-0.018309278573622526
-0.006626903455018662,-0.02641060831677989,1.3006522545254828,-0.048440390459682,-0.026186392126366028,0.01170223131690445,0.014339098662903896,-0.0077974183732903365
-0.0010613934083817077,1.3018571311940887,1.2709375096953084,0.09071062001527576,-0.05484541959766927,0.00512763648616329,-0.01834678981337177,-0.03379213492478661
-0.0037893584591983075,1.1364361121623487,1.1076081709531695,-0.04410092651645335,-0.04910426017078639,0.008155349366591857,0.00804132485382956,0.008126033481829852
0.058438491605616164,1.0912284614563206,1.0791967195495382,0.014120908170103799,-0.06608287036294958,0.04693010913596813,0.024124833213752264,-0.02355828164593329
0.0683272655617895,0.9584396498270573,0.795316355573473,0.03273323044860581,0.6616680291372734,0.020904139308413533,-0.0200762008123641,-0.013682120562171919
0.0007131322526067012,0.8772828929704062,0.6827384437285433,-0.028944775950178563,0.6714997972032167,-0.002498457557707728,0.038776474498770384,-0.01845710832666177
-0.005075053015866594,0.6574262142768917,0.7019976168922661,-0.023374057206270928,0.5759753228342819,-0.016570057348364593,0.0021671574144240813,-0.017942900924346854
0.0195035352112714,0.7321099125356209,0.6440360989416973,1.2660201805728775,0.5508881788182505,0.02148387699116286,-0.01760493266141591,-0.0264848638802752
0.004394974805593313,0.6052080206690511,0.5839246379664206,1.0707998711516549,0.49501716006638546,-0.009238372973414892,-0.006296693872756058,0.036330699523697094
0.032803306286193504,0.5571921308182082,0.5496970248380921,0.9782987020560626,0.3505314327005622,0.01778999990240253,0.005325937849297358,-0.026474052517478613
0.04889623086560875,0.5144305608933794,0.4793085246459964,0.9219856574470567,0.42685653638326854,0.015182569758743767,-0.017006790174936524,-0.03504644360288875
-0.038049035599019815,0.46641338919471553,0.4140724963519308,0.8387143734641083,0.3378702639261882,0.02156642365900383,0.010072534490596783,0.015058532261274741
